row_number,country,city,street,house_number,address,postcode
800,Comoros,Port Margaretside,Curry Street,593,"30158 Mark Locks Apt. 083
South Edwardborough, NJ 47378",33252
801,Dominica,Lake Kimberlyhaven,Lopez Rapids,56892,"8642 Moss Oval
Gonzaleston, CT 13046",04556
802,Estonia,West Julia,Simpson Fort,50084,"0622 Deborah Bridge
North Michael, TX 63508",37495
803,Iran,Ayersmouth,Williams Ridge,024,"730 Roberson Path
Jessicaburgh, AS 41833",51830
804,Sierra Leone,Combsbury,Chad Plaza,060,"5729 Victoria Vista
East Raymondshire, PW 47646",29829
805,Lesotho,Salazarborough,William Plains,77315,"73380 Christopher Trafficway
Nolanville, VA 54264",71454
806,Maldives,Keithfurt,Daniel Rapid,43684,"4105 Isaiah Path
Laurahaven, DC 54386",87080
807,Jordan,Kathyburgh,Robert Landing,968,"70666 Cristina Plain
Rileychester, NE 53615",04480
808,Mexico,West Yolanda,Cassandra Well,85763,"60049 Whitaker Ranch Apt. 239
Ballstad, MS 30831",76125
809,Tuvalu,Port Kevinstad,Veronica Alley,711,"18588 Brown Valley
East Cody, DC 60699",53301
810,Togo,Rittershire,Wright River,71556,"7119 Scott Creek
Sherrymouth, UT 27611",50412
811,Korea,Billyberg,Nathan Ramp,807,"06867 Elizabeth Mountain Suite 587
Port Meredith, ME 42573",69583
812,Chile,East Miguel,Thompson Springs,785,"797 Melanie Valleys Suite 825
North Brad, VI 82465",13922
813,Belize,Millerbury,Nicholas Brooks,58801,"12444 Walsh Keys
East Michaelview, CA 94475",53776
814,South Africa,West Thomasview,Cohen Squares,836,"9418 Patrick Neck Apt. 749
Butlerchester, VI 64000",29322
815,Niger,North Paulamouth,David Stravenue,3193,"9506 Corey Place Apt. 546
Meganport, HI 04265",92266
816,Ukraine,Port Oliviaport,Wesley Path,576,"524 Jake Mountain Suite 197
Ryanshire, HI 09071",44409
817,Vanuatu,Kevinborough,Nancy Pass,152,"9287 Kaitlin Freeway Suite 251
Patrickmouth, MT 07727",07262
818,Malaysia,Crystalmouth,Brenda Plains,96389,"3846 Juan Club
Haleyberg, MH 68520",20372
819,Saudi Arabia,North Scottmouth,Gary Motorway,5581,"885 Jennifer Mews Apt. 426
New Rachelside, KY 05628",96459
820,Yemen,Franklinhaven,Terri Garden,602,"261 Christina Course
Melissaborough, OK 44239",28506
821,Lithuania,Oliverton,Montes Dam,23921,"51294 Espinoza Island Suite 110
Smithton, GA 75863",24503
822,Saint Martin,Henryport,Howell Trace,0463,"6215 Sweeney Neck
South Henrystad, MH 66608",88528
823,Mozambique,West Staceyhaven,Savage Rapids,5392,"168 Hall Flats Apt. 921
Douglasmouth, MA 09071",18982
824,Isle of Man,West Wyattport,Glover Passage,15711,"70655 Taylor Cliffs
Stephenshire, SC 11193",84314
825,Portugal,Dawnville,Baird Common,829,"99654 Charles Valley
Port Jeffery, MH 63839",92421
826,Burkina Faso,Burkeburgh,Michael Rapids,749,"59013 Clark Locks Apt. 023
Port Nicholas, WV 39309",55838
827,Gibraltar,West Josetown,Hamilton Rapid,9323,"Unit 3419 Box 5746
DPO AA 22949",57318
828,Costa Rica,Dylantown,Debra River,501,"7536 Albert Wall Apt. 703
Lake April, MD 47516",61550
829,Benin,Martinezmouth,Moore Wells,691,"534 Villegas Pines
East Nathanielton, DE 51032",58811
830,Netherlands,Johnsonton,Wood Station,05787,"439 Whitney Ramp
East Crystalport, CO 39783",03351
831,Tokelau,East Davidfort,Clifford Trafficway,0117,"803 Kimberly Coves
North Markmouth, SD 66025",78045
832,Senegal,New Kristen,Friedman Lights,97435,"59757 Michael Lock
West Carrie, NH 45040",70677
833,Maldives,North John,Craig Shores,87916,"USNS Hess
FPO AP 93752",11553
834,Burkina Faso,Andreatown,Nancy Rest,0198,"857 Renee Bridge
Saraport, KS 47688",18657
835,Bangladesh,South Melissa,Powell Villages,5542,"777 Foster Circles Apt. 794
Randolphton, VT 63558",91132
836,Namibia,East Kelly,Margaret Corners,548,"548 Kelly Glens
Jamesfort, AL 62583",12703
837,Argentina,Jordanfort,Tara Station,95302,"6439 Alex Station Suite 401
Jameston, MA 73220",63028
838,Andorra,Samanthamouth,Soto Mall,599,"72945 Ricardo Landing
North Juliahaven, UT 17956",11259
839,Brunei Darussalam,West Courtney,Bailey Underpass,7878,"Unit 1919 Box 5847
DPO AA 39598",96190
840,Guinea-Bissau,South Jerryberg,Cameron Lane,37112,"581 Bentley Cliffs
Jessicabury, OK 72216",88958
841,Burundi,Normanborough,William Cape,88289,"54292 Shelton Fork Suite 392
Lake Matthew, WI 17753",13590
842,Western Sahara,Davidsonstad,Robbins Forge,238,"0964 Lewis Glens
East Elizabethfort, OK 73020",08817
843,Bulgaria,Barajasside,Barbara Crossing,66542,"14547 Vaughn Plains
North Karenberg, IL 27572",71904
844,Saint Helena,North Victoria,John Well,396,"87998 Elizabeth Track
New Debra, NM 34165",93077
845,British Virgin Islands,Garciachester,Zachary Branch,9545,"35612 Johnson Station
New Kevin, MO 22587",87892
846,Austria,Brownport,Ashlee Hill,6175,"USNS Wells
FPO AA 55823",62740
847,Kyrgyz Republic,Ravenmouth,Shannon Prairie,60721,"7987 Brittany Stravenue
Lake Laurenton, OR 64199",18343
848,Peru,North Joshua,Kristin Branch,984,"853 Angela Village
Biancamouth, PW 54061",78919
849,Malawi,Jamestown,Christine Underpass,26874,"7804 Jordan Stream
West Breanna, KY 25584",54344
850,Tokelau,North Derek,Davis Route,8984,"PSC 3477, Box 4100
APO AA 21233",05990
851,Martinique,Santosfurt,Mcdonald Vista,337,"15214 Payne Overpass Suite 749
Julieshire, RI 18934",85406
852,Cuba,South James,Brittany Knolls,309,"37857 Ramsey Ford Apt. 979
North Amy, GU 35193",60162
853,Kazakhstan,Lake Sarahville,Ray Tunnel,681,"89273 Kristen Parks
New Joshuaside, WY 37193",12390
854,Swaziland,Port Robertstad,Turner Harbor,7250,"4655 Stark Harbor
New Oliviaside, ND 75504",69655
855,Tanzania,Farleyburgh,Peter Viaduct,64056,"67914 Mason Views
Lake Charlesbury, GU 23497",25367
856,Puerto Rico,New Ryan,Mitchell Rapids,5231,"6361 Chambers Trafficway
East Amandaland, KY 84332",38669
857,Kiribati,North Nancyborough,Kim Avenue,18887,"9804 Maurice Grove Apt. 398
North Robert, PR 18746",26369
858,Niger,South James,Matthew Springs,72757,"0564 Hunter Road Suite 205
New Daniel, AK 37790",14739
859,Suriname,Sandrafurt,Cox Rest,1265,"69527 Wilson Lodge
New Andrew, MS 69814",93441
860,Reunion,Wilsonhaven,Alisha Springs,72127,"Unit 3663 Box 2537
DPO AA 40615",50319
861,Bosnia and Herzegovina,East Brian,Hurst Branch,6128,"02894 Fisher Lodge
Melindashire, KS 33823",65972
862,Netherlands Antilles,Port Philipfurt,James Fords,04779,"081 Cox Centers
Adamsville, MH 02111",32853
863,Mali,Johnsonchester,Bartlett Extensions,507,"821 Autumn Turnpike
Port Jose, NM 91582",83665
864,Pakistan,Lake Stacyside,Scott Wall,3992,"433 Miranda Cliffs
Port Kelly, OH 81495",78686
865,South Georgia and the South Sandwich Islands,New Antonio,Vincent Bypass,6847,"53034 Taylor Summit
North Nancyhaven, LA 63074",62283
866,Bangladesh,New Johnborough,Dickson Meadows,946,"0930 Amanda Oval Apt. 590
South Andrew, CA 24086",43469
867,Puerto Rico,Barnesmouth,Terry Fords,336,"946 Nicholas Bridge
Ericksonmouth, CA 43276",46739
868,Zambia,Patriciafort,Sandra Flat,66825,"16515 John Estate
Tristanshire, HI 71935",79451
869,Netherlands,Lake Kelly,Nicole Plaza,546,"4546 Brandon Forest
East Heathermouth, MT 91493",93053
870,American Samoa,Jonestown,Philip Shoal,084,"945 Snyder Knolls Apt. 310
North Juanbury, KY 28527",72868
871,Bosnia and Herzegovina,Port Alex,Shawn Drives,4063,"160 Joel Tunnel
Johnstad, NV 91960",72075
872,Malaysia,Conleyland,Christopher Estate,86226,"012 Brady Field
South Sharon, ID 79174",63477
873,Gabon,Erinchester,Olson Springs,2484,"245 Elizabeth Junctions
South Susanburgh, VI 20924",84100
874,South Africa,Dalehaven,Schultz Bypass,86346,"564 Norman Hills Suite 278
Heidiville, MD 02306",80134
875,Aruba,Paulborough,Andrews Harbor,187,"Unit 6813 Box 9756
DPO AP 04722",41477
876,Czech Republic,North Anthony,Karl Fork,3056,"0467 Craig Roads
Bettyside, MD 52259",29931
877,Senegal,Lake Joel,Garcia Plains,7006,"9844 Mcfarland Brooks Apt. 321
Michaelberg, HI 46088",13763
878,Djibouti,West David,Sara Junction,8918,"34016 Charles Lake
East Brianna, ID 19208",28401
879,Cambodia,Lake Madisonland,Trevor Terrace,465,"211 Gabriel Cliffs
West Samanthafurt, IN 35045",47905
880,Nepal,Lake Christopherburgh,White Land,03170,"799 Laura Curve Apt. 399
New Jenniferberg, NM 01304",03671
881,Ecuador,Brendahaven,Monica Passage,4371,"9730 Hoffman Glens
Carriemouth, MS 64376",02116
882,Nauru,Madisonland,Kaitlyn Squares,3549,"24476 Carmen Loop Apt. 059
Martinport, ME 15722",08432
883,Central African Republic,New Daniel,Paul Port,54699,"4569 David Freeway Suite 851
East Becky, PR 63095",42714
884,French Guiana,Jamesmouth,Parsons Key,598,"304 Smith Shore Suite 310
Lake Justin, MN 19784",69658
885,Ireland,New Kimberlyborough,Snyder Canyon,039,"7274 Washington Camp Suite 822
West Mollystad, NV 54484",97208
886,Liechtenstein,Nicholsview,Herring Isle,6944,"7940 Cassandra Station
Sarahside, SD 73815",17116
887,Bahrain,West Lisa,Lowery Pines,67120,"33002 Fowler River
Laurafort, OH 83011",41944
888,Korea,Austinhaven,Edwards Station,469,"6610 Lauren Ford Suite 595
East Johnbury, AR 75829",06441
889,Andorra,Lawsontown,Jasmine Street,88491,"81219 Callahan Dam
Port Mariaport, GU 50149",14657
890,Congo,Cowanside,John Pines,391,"4227 Clark Spurs Apt. 500
Sototown, ND 24826",07938
891,Malaysia,Cathyhaven,Odonnell Center,3599,"PSC 9461, Box 8396
APO AA 83912",86015
892,Bouvet Island (Bouvetoya),Kaylaburgh,Nixon Roads,3378,"38807 Park Mountains Suite 779
New Jacobchester, UT 72982",38207
893,Malaysia,Maryland,Jennings Streets,2980,"309 Matthew Overpass
North Christopherside, AZ 61504",51165
894,Chile,South Thomasside,Conrad Circles,42722,"PSC 1196, Box 5737
APO AA 53928",95292
895,British Indian Ocean Territory (Chagos Archipelago),East Joshua,Brown Landing,233,"9043 Hart Locks
Whitehaven, AK 60064",66680
896,Honduras,Lopezshire,Lorraine Canyon,34298,"653 Jarvis Square
Beckborough, MT 31176",80044
897,Central African Republic,South Timothy,Robert Meadows,29692,"8263 Jacqueline Highway
Burkeport, ME 40895",59970
898,Slovakia (Slovak Republic),Ericton,Nicholas Curve,6545,"USNS King
FPO AP 61719",57561
899,American Samoa,Lake Charleshaven,Hayden River,1298,"30935 Kevin Expressway
West Aaronland, RI 63314",14788
900,Taiwan,Garciashire,Everett Coves,4665,"PSC 9368, Box 5390
APO AE 25061",83113
901,Wallis and Futuna,New Dylan,Burke Lane,368,"09078 Susan Unions
Danielborough, ME 82977",48681
902,Faroe Islands,South Larrychester,Amber Plaza,408,"0138 Romero Spur Apt. 458
Lake Christophermouth, VT 08852",93881
903,Niger,Jameschester,Taylor Stream,7845,"624 Thompson Ways
Karenfurt, DE 89711",61782
904,Jamaica,East Steven,Allen Fort,0247,"405 Joshua Mountains
Jessicaland, WY 53953",13632
905,United States of America,Randyburgh,Jenkins Fords,728,"0847 Gene Orchard Suite 160
South Hannahborough, MN 16779",29826
906,Liechtenstein,East Scott,Valencia Falls,53505,"328 Wagner Place
Aaronland, AR 93588",73127
907,Fiji,Meyersmouth,Kevin Walks,817,"804 Singh Park Apt. 442
Rossview, AR 69534",42627
908,Solomon Islands,North Andrewmouth,Tyler Expressway,24152,"73196 Jessica Greens
Norristown, MD 57517",68252
909,Korea,Lake Lisa,Gibson Meadows,23982,"PSC 4613, Box 9985
APO AP 05235",50554
910,Botswana,West Megan,Alicia Springs,50850,"8584 Miller Skyway Suite 310
North Susan, SC 96404",84209
911,Guatemala,Damonside,Warren Landing,3753,"0959 Evans Station
Port Jacob, VA 20665",10199
912,Singapore,Meaganmouth,Zachary Hills,1150,"719 Thompson Ville
Simsville, NC 71504",90377
913,Ireland,West Joshuaside,Christopher Haven,5369,"13111 Bryan Station
South Stephaniemouth, AL 75562",44329
914,Cayman Islands,East Dianachester,Thompson Valleys,462,"32059 Ashley Divide Suite 101
Jamesfort, IL 42949",85348
915,Taiwan,Lake Ashleyside,Berg Ranch,93524,"42952 Thompson Stravenue
Mullenmouth, MT 61793",33751
916,Italy,New Tanyaside,Megan Fall,11255,"513 Lorraine Mount
Crawfordborough, NV 01161",20512
917,Saint Lucia,West Mary,Jason Springs,460,"2046 Rose Skyway Apt. 097
Jesusmouth, PR 23965",61890
918,United Arab Emirates,Port Kristen,Golden Ridge,40802,"555 Johnson Turnpike
Jeffreyland, PW 10203",74228
919,Congo,Smithton,Johnson Viaduct,23166,"89847 Hammond Summit
Port Rebecca, WY 35860",46356
920,Netherlands Antilles,Joanchester,Poole Village,95892,"66943 Hill Glens Suite 705
Lauraland, OK 49294",48943
921,Bhutan,Davisside,Stevens Key,525,"1786 Larson Groves
Lake Danielport, AK 92937",93741
922,Portugal,New Deborah,Holloway Mission,392,"1056 Theodore Mountain
West Crystalberg, GU 29589",75044
923,Namibia,Gardnertown,Mary Grove,2368,"58937 Joshua Fort Apt. 222
New Charlesland, CO 65402",71703
924,Mayotte,Brightstad,Miller Island,06641,"44785 Cole Field Suite 524
Brianstad, IN 21334",31488
925,Chad,Ricemouth,Cortez Passage,842,"4959 Eric River Suite 339
Lauraberg, KY 56460",14758
926,Turks and Caicos Islands,New Amanda,Gabrielle Trail,484,"5707 Gates Plains Apt. 794
Port Kimberly, PW 32833",60577
927,Tajikistan,North Elizabeth,Vasquez Isle,66513,"8507 Sue Dale Suite 279
Briggsberg, MH 36808",07106
928,Cyprus,Lake Ryan,Gardner Ville,2911,"744 Jasmine Gardens
South Catherine, OK 04216",08062
929,Comoros,North Jessicafurt,Obrien Loaf,3769,"505 Rebecca Alley Apt. 398
Keithview, PW 07582",35177
930,Congo,North Timton,Huang Plain,78525,"20989 Collins Rue Suite 315
Joneschester, VA 88886",97396
931,Cape Verde,Odomland,Pearson Inlet,7383,"Unit 5697 Box 9110
DPO AP 50172",43337
932,Turkmenistan,Josephfurt,Clark Mountains,333,"93976 Valerie Gardens
South Stephen, FM 16607",81072
933,Albania,Katieland,Matthew Harbors,74694,"42918 Parker Parkways
Port Justinmouth, PR 41193",09189
934,Solomon Islands,West Peggy,Wade Square,46733,"41203 Rogers Drives
Glennhaven, VT 62024",31474
935,Uzbekistan,Williammouth,Jeffrey Isle,7300,"99596 Owens Fork
West Mariachester, FL 48044",51427
936,Ukraine,East Lorettaburgh,Allen Points,4796,"86898 Lauren Manor Suite 216
Hansenhaven, ID 45024",20413
937,United States Minor Outlying Islands,Vargasberg,Michael Pass,7654,"33746 Michelle Ridge
Port Kerri, NC 41260",85829
938,North Macedonia,East Leahmouth,Wendy Keys,472,"305 Bradley Crescent
Lake Marioton, RI 85913",29170
939,Papua New Guinea,Latoyaside,Padilla Tunnel,7669,"696 Cuevas Rapids
Jacksonshire, NJ 55263",65379
940,Nigeria,North Brittany,Eugene Passage,873,"678 Christopher Lock
Jamesfurt, TX 30260",09515
941,Sudan,East Angelaville,Vaughn Lane,576,"9157 Simmons Locks Suite 409
Port Patrick, MN 26893",33191
942,Guadeloupe,Lake Rebeccashire,Hunt Ports,234,"447 Thomas Plaza
Port Kenneth, AZ 23640",76552
943,Denmark,Lake Johnmouth,Raymond Isle,50521,"6027 Daniel Forges Suite 419
West Michelle, RI 14363",27296
944,Benin,New John,Douglas Rapids,7329,"80926 Stephanie Summit
Toddview, KY 01468",17083
945,Chad,Ambermouth,Fuentes Track,73140,"PSC 3562, Box 3709
APO AA 28989",59291
946,Congo,Andersonbury,Brooks Cliff,542,"942 Morales Squares
North Michaelberg, AZ 47869",38149
947,Solomon Islands,Lake David,Amy Throughway,3583,"9713 Maldonado Summit Apt. 671
Isaacside, MN 62211",76282
948,British Virgin Islands,South Maria,Garcia Mission,8288,"7151 Brandy Plaza
South Ericbury, MH 33647",13977
949,Afghanistan,Pamelaland,Eric Summit,17032,"77375 Valentine Islands Suite 741
New Darrellview, SD 60831",20390
950,Jersey,Santiagotown,King Run,233,"6286 Smith Lane
Lake Melissa, MA 11848",53219
951,Palau,Murphyville,Maldonado Gardens,18668,"211 Lewis Wall
Troyville, WA 07347",25832
952,Cyprus,Tracyport,Mia Loop,02914,"1149 Irwin Rapids Apt. 316
Dixonport, CT 44147",49105
953,Niue,Carolynton,Hicks Green,368,"91886 Scott Burgs Suite 117
Port Jason, TN 05195",02716
954,Marshall Islands,North Joannmouth,William Motorway,081,"USCGC Curtis
FPO AP 86450",61723
955,Marshall Islands,North Christianberg,Garcia Underpass,713,"10579 Elizabeth Course
Justinland, HI 01128",45535
956,United Kingdom,Brianabury,Benjamin Gateway,043,"2129 Howard Extensions
Lake Stephenton, PW 74952",27386
957,French Polynesia,New Kathleenfort,Emily Meadow,80332,"222 Theresa Stravenue Suite 710
Williehaven, RI 90341",76361
958,Namibia,Amyton,Collin Orchard,9793,"409 Michael Parkway Suite 514
North Kelly, VA 03755",46713
959,Gambia,Williamsland,Melissa Freeway,891,"2442 Acevedo Bypass
Anthonyton, ND 92417",53525
960,Guinea,North Alexisville,Lewis Lake,896,"44349 Daniel Rue Apt. 922
Esparzaton, NE 24894",09559
961,Bosnia and Herzegovina,New Davidview,Reid Valleys,8215,"70858 Curtis Ways
Walkermouth, AZ 10634",52005
962,Bouvet Island (Bouvetoya),Port Kaitlynport,Simmons Mews,54964,"PSC 6021, Box 2668
APO AP 65665",77706
963,Korea,New Janice,Thomas Harbors,7657,"622 Smith Cliffs Suite 588
Michellemouth, LA 50157",21637
964,New Caledonia,Wallacetown,Bradley Square,854,"63247 Snow Camp
East Michaelton, CT 92909",69761
965,Turkmenistan,Kylestad,Robert Station,8560,"0723 Joshua Brooks
Zacharyton, MD 91442",18641
966,Aruba,Eddieland,Watson Burg,242,"53469 Jimenez Extensions Suite 351
Ericview, WA 13600",89445
967,Cameroon,New Melissahaven,Mcintyre Highway,8448,"89152 Denise Alley Suite 083
Danielberg, VI 68149",23226
968,Germany,Jonesborough,Mclaughlin Expressway,302,"2798 Paul Pine
North Kimberly, OK 10822",39820
969,Ethiopia,Woodsstad,Ortiz Prairie,8488,"78420 Middleton Ford
Farmerbury, CA 40380",97664
970,Congo,New Dalton,Jessica Isle,267,"1722 Lawson Camp Suite 368
Bauerhaven, ID 12434",99916
971,Pitcairn Islands,New Melindahaven,Jessica Tunnel,84496,"66033 Monica Plain
Lake Michaelborough, GU 84330",79537
972,Kazakhstan,Baldwinberg,Stephens Knoll,2523,"526 Sullivan Shore
Amychester, PW 83565",90148
973,Mongolia,Lake Tony,Larry Underpass,2502,"58193 Hensley Summit Suite 519
West Timothy, MT 17235",09774
974,Brunei Darussalam,New Brett,Lisa Shoals,2848,"494 James Garden
South Jasmine, MH 82016",84761
975,Estonia,Port Jasonfort,Perez Dale,030,"607 Justin Vista
North Paul, CT 29467",82756
976,Belarus,Billymouth,Hernandez Courts,7398,"38724 Roman Ford Apt. 402
Thompsontown, MA 04711",94774
977,United States Virgin Islands,Georgeside,Young Coves,44625,"5035 Small Falls Apt. 226
Cardenasborough, CT 53946",05585
978,United Kingdom,Taylorborough,Darlene Point,089,"030 Jason Ridges Suite 331
South Mary, CO 02137",75722
979,Palestinian Territory,Juantown,Johnston Ville,872,"208 Charles Drive
Terryside, IA 02594",15901
980,Lithuania,South Andrew,Lisa Junctions,860,"52949 Stewart Lodge
New Robertside, KY 70101",19940
981,Cuba,Lake Kimberlyland,Booker Path,793,"PSC 2883, Box 3971
APO AE 81224",50378
982,Cayman Islands,Susanville,Lydia Circles,7586,"Unit 4989 Box 8904
DPO AP 21135",60715
983,Hungary,Kimmouth,Gutierrez Villages,88965,"9674 Kevin Center Suite 262
Melaniechester, WA 09574",53150
984,Equatorial Guinea,North Daniel,James Port,56679,"65908 Beard Pines Apt. 910
Matthewsview, RI 41079",06996
985,Mongolia,North Tonistad,Franklin Falls,9400,"3522 White Locks
East Robert, VI 81925",81991
986,Saint Lucia,West Robertville,Natalie Flat,153,"9486 Alexandra Pike
Knightmouth, AZ 33988",68710
987,Latvia,Davisbury,Perkins Oval,73767,"51461 Charles Inlet
Lake Ana, WA 89351",15643
988,Georgia,Sheilabury,Fletcher Mall,362,"171 Calhoun Route Suite 556
East Cheryl, NY 98101",63258
989,Panama,Port Duane,Ray Ridges,189,"2480 Carney Knoll Apt. 169
Matthewfurt, OR 94080",73058
990,Saint Lucia,Lake Darlene,Stone Street,9425,"25330 Robinson Isle Suite 823
Morganshire, PW 22452",21710
991,South Georgia and the South Sandwich Islands,Rodriguezport,Johnson Ville,9750,"Unit 1773 Box 6847
DPO AE 03314",55801
992,Korea,North Crystalview,Carter Plain,171,"37444 Shaw Key Suite 387
East Christopher, WY 63910",69088
993,Nepal,Lake Courtney,Garza Keys,016,"65977 Martin Trail
Christopherchester, SC 53847",70695
994,Norfolk Island,Fordville,Alvarado Port,1168,"9368 Jessica Spur Suite 479
Howardside, NJ 54662",92798
995,Luxembourg,East Emily,Little Fields,435,"8598 Vanessa Mills
Brennanfort, RI 73706",85537
996,United Arab Emirates,Breannabury,Leon Vista,801,"429 Patricia Estate
Yorkshire, SD 51615",20614
997,Uruguay,Sarahton,Sheila Knolls,084,"27992 King Junction Apt. 280
Forbesborough, WA 49365",49653
998,Algeria,West Mauricehaven,James Spring,367,"16318 Stephen Rue
North Michaelbury, NV 46712",61064
999,Argentina,East Joshuatown,Flowers Plaza,71213,"0693 Nancy Bypass
South Eric, NM 93877",36251
1000,Niue,Youngside,Robert Manor,01978,"3396 Andrea Pine
West Amanda, NV 16569",90669
